objectID,department,title,artistDisplayName,inferred_gender,century,medium_category,img_width,img_height,aspect_ratio,score_set_1_masterpiece,score_set_2_quality,score_set_3_influence,score_set_4_neutral_control,mean_value_score
322361,Ancient West Asian Art,Drachm,,unknown,2th c. CE,other,600,600,1.0,-0.00046157080214470625,0.03531040623784065,-0.2049437016248703,-0.6849112510681152,-0.2137515293143224
322612,Ancient West Asian Art,Relief fragment: Assyrian soldier conducting captives across the water,,unknown,7th c. BCE,other,574,625,0.92,0.04194618761539459,0.22561350464820862,-0.11407506465911865,-0.1279112845659256,0.00639333575963974
322362,Ancient West Asian Art,Tetradrachm,,unknown,3th c. CE,other,600,600,1.0,0.00010500103235244751,0.0202338807284832,-0.1630030870437622,-0.7721693515777588,-0.22870838921517134
322620,Ancient West Asian Art,Assyrian Crown-Prince,,unknown,8th c. BCE,other,410,624,0.66,0.001991594210267067,0.19256965816020966,-0.005398561712354422,-0.3725288510322571,-0.045841540093533695
325979,Ancient West Asian Art,Drachm,,unknown,2th c. BCE,other,600,600,1.0,-5.277141463011503e-05,0.008579443208873272,-0.06022852286696434,-0.9124147891998291,-0.24102916006813757
701203,The American Wing,Sampler,Ann Magdalen Yates,female,18th c. CE,other,599,527,1.14,-0.012478848919272423,0.28586092591285706,-0.29349443316459656,0.23296603560447693,0.05321341985836625
324923,Ancient West Asian Art,Chair back carved in relief,,unknown,8th c. BCE,other,598,380,1.57,-0.002702475991100073,0.4188755750656128,0.0012758714146912098,0.26930636167526245,0.1716888330411166
323955,Ancient West Asian Art,Jar with ibexes,,unknown,26th c. BCE,other,500,625,0.8,-0.0028439518064260483,0.1443384438753128,-0.6950305700302124,0.140231192111969,-0.10332622146233916
325978,Ancient West Asian Art,Drachm,,unknown,2th c. BCE,other,600,600,1.0,-0.0003445874899625778,0.0020211285445839167,-0.2137347161769867,-0.7794053554534912,-0.24786588264396414
325567,Ancient West Asian Art,Furniture plaque carved in relief with a female figure,,unknown,9th c. BCE,other,479,624,0.77,0.00017128727631643414,0.18235017359256744,-0.4277608096599579,-0.021382108330726624,-0.06665536428045016
327315,Ancient West Asian Art,Miniature vessel,,unknown,16th c. BCE,other,571,625,0.91,-0.0025448158849030733,0.017487598583102226,-0.9381006360054016,-0.0030448120087385178,-0.23155066632898524
326387,Ancient West Asian Art,Bulla,,unknown,6th c. BCE,other,599,449,1.33,-0.0009174229926429689,0.00030866317683830857,-0.9801502823829651,-0.009076952934265137,-0.24745899878325872
322143,Ancient West Asian Art,Relief fragment,,unknown,10th c. BCE,other,468,624,0.75,-0.006652328185737133,0.022125767543911934,-0.9272308945655823,0.0021236538887023926,-0.22740845032967627
328096,Ancient West Asian Art,Drachm,,unknown,1th c. CE,other,600,449,1.34,-0.001113970298320055,0.05908072739839554,-0.28627675771713257,-0.5343058109283447,-0.19065395288635045
324331,Ancient West Asian Art,Furniture or cosmetic box plaque carved in the round with striding bull,,unknown,8th c. BCE,painting,599,471,1.27,-0.037677101790905,0.03800393268465996,-0.8502822518348694,0.01249760016798973,-0.20936445519328117
325082,Ancient West Asian Art,Horse blinker carved in relief with a wedjat eye,,unknown,8th c. BCE,other,599,513,1.17,-0.0005386461270973086,0.008267275057733059,-0.9698384404182434,-0.004220299422740936,-0.24158252772758715
322360,Ancient West Asian Art,Drachm,,unknown,2th c. CE,other,600,600,1.0,-0.0012951052049174905,0.0016354923136532307,-0.6069608330726624,-0.38625335693359375,-0.2482184507243801
324203,Ancient West Asian Art,Reclining calf: lid attachment,,unknown,9th c. BCE,other,600,516,1.16,-8.180015720427036e-05,0.006476358510553837,-0.9857724905014038,0.005526547320187092,-0.2434628462069668
322355,Ancient West Asian Art,Drachm,,unknown,1th c. BCE,other,600,600,1.0,-0.00023711490212008357,0.013451009057462215,-0.23196645081043243,-0.7246665954589844,-0.23585478802851867
764095,The American Wing,"Christ Carrying the Cross, called ""The Lord of the Fall""",Unknown,unknown,18th c. CE,painting,470,624,0.75,0.25132888555526733,0.11106352508068085,0.36324816942214966,-0.0009564012289047241,0.18117104470729828
324199,Ancient West Asian Art,Fan or fly-whisk handle in the form of four female figures,,unknown,8th c. BCE,other,599,620,0.97,-0.000983655801974237,0.0468815416097641,-0.8781242966651917,0.022553859278559685,-0.20241813789471053
322354,Ancient West Asian Art,Drachm,,unknown,1th c. BCE,other,600,600,1.0,0.0015489656943827868,0.020549161359667778,-0.077192522585392,-0.8568369150161743,-0.22798282763687894
325572,Ancient West Asian Art,Ivory fragment,,unknown,9th c. BCE,other,600,571,1.05,-0.0008841733797453344,0.0012861714931204915,-0.994557797908783,-0.0006536232540383935,-0.24870235576236155
327376,Ancient West Asian Art,Sherd,,unknown,56th c. BCE,other,521,624,0.83,-0.002457000082358718,0.000977534451521933,-0.9924547672271729,0.00014783197548240423,-0.2484466002206318
327685,Ancient West Asian Art,Cylinder seal and modern impression: winged horse with claws and horns,,unknown,14th c. BCE,other,599,449,1.33,-0.007897907868027687,0.1991904377937317,-0.48886480927467346,0.10805443674325943,-0.04737946065142751
324383,Ancient West Asian Art,Plaque fragment,,unknown,8th c. BCE,other,575,624,0.92,-0.000325289205648005,0.00019388439250178635,-0.9932935833930969,-0.005555571056902409,-0.2497451398157864
322356,Ancient West Asian Art,Tetradrachm,,unknown,1th c. CE,other,600,600,1.0,0.002785974182188511,0.12273108959197998,-0.05827809497714043,-0.5625613927841187,-0.12383060599677265
853449,The American Wing,Portrait of Sor Juana de Nuestra Señora de Guadalupe,Domingo Ortiz,male,18th c. CE,painting,510,624,0.82,0.3058878779411316,0.0534353144466877,0.15293285250663757,-0.3739801049232483,0.03456898499280214
4895,The American Wing,Vase,M. Louise McLaughlin,female,20th c. CE,other,468,624,0.75,-0.002957455813884735,0.020383918657898903,-0.9410048127174377,0.01918901316821575,-0.22609733417630196
324751,Ancient West Asian Art,Border strip,,unknown,9th c. BCE,other,599,484,1.24,-0.001748331356793642,0.016192663460969925,-0.9598380327224731,0.010451983660459518,-0.23373542923945934
322973,Ancient West Asian Art,Plate with king hunting rams,,unknown,5th c. CE,other,599,589,1.02,0.0004691680078394711,0.013059155084192753,-0.537437915802002,-0.41942256689071655,-0.23583303990017157
322357,Ancient West Asian Art,Drachm,,unknown,1th c. CE,other,600,600,1.0,-0.0012820716947317123,0.004507463425397873,-0.6532227993011475,-0.33127570152282715,-0.2453182772733271
324747,Ancient West Asian Art,Plaque fragment,,unknown,8th c. BCE,other,599,487,1.23,-2.950430462078657e-05,2.064171712845564e-05,-0.99909508228302,-0.0008100301492959261,-0.24997849375495207
323943,Ancient West Asian Art,Jug in the form of a recumbent bull,,unknown,7th c. BCE,other,600,410,1.46,-0.0041782972402870655,0.001710538170300424,-0.9869043827056885,-0.0016158624785020947,-0.2477470010635443
328186,Ancient West Asian Art,Plate with reclining zebu,,unknown,23th c. BCE,other,544,624,0.87,-0.00012064441398251802,0.007406170014292002,-0.9666317701339722,-0.010525190271437168,-0.24246785870127496
324745,Ancient West Asian Art,Border strip,,unknown,9th c. BCE,other,600,510,1.18,-0.00010662607382982969,7.022220233920962e-05,-0.9996171593666077,-6.178653711685911e-05,-0.2499288374438038
326455,Ancient West Asian Art,Bulla,,unknown,2th c. BCE,other,599,455,1.32,-0.0033311930019408464,0.0015013751108199358,-0.7683382630348206,-0.20598360896110535,-0.2440379224717617
324749,Ancient West Asian Art,Border strip,,unknown,9th c. BCE,other,600,472,1.27,-0.00026649099891074,0.0002662808110471815,-0.9972136616706848,-0.0017148950137197971,-0.24973219171806704
324139,Ancient West Asian Art,Jar with paired birds in panels,,unknown,16th c. BCE,other,594,625,0.95,-0.016492130234837532,0.015624732710421085,-0.8485281467437744,-0.08281737565994263,-0.23305322998203337
326457,Ancient West Asian Art,Bulla,,unknown,2th c. BCE,other,599,449,1.33,-0.0002002371329581365,0.0004623078857548535,-0.9974035024642944,-6.023011519573629e-05,-0.24930041545667336
325566,Ancient West Asian Art,"Furniture plaque carved in relief with a striding, ram-headed sphinx supported by two kneeling figures",,unknown,9th c. BCE,other,532,624,0.85,-0.008636429905891418,0.18692871928215027,-0.5288185477256775,0.10984495282173157,-0.06017032638192177
329081,Ancient West Asian Art,"Proto-Cuneiform tablet with seal impressions: administrative account of barley distribution with cylinder seal impression of a male figure, hunting dogs, and boars",,unknown,31th c. BCE,other,468,624,0.75,-0.0018404542934149504,0.026999611407518387,-0.831739068031311,-0.083055779337883,-0.22240892256377265
325869,Ancient West Asian Art,"Furniture plaque carved in relief with two addorsed, ram-headed sphinxes",,unknown,9th c. BCE,other,600,348,1.72,-0.007234327495098114,0.35834988951683044,-0.2355557680130005,0.32250943779945374,0.1095173079520464
327830,Ancient West Asian Art,Panel with the god Zeus/Serapis/Ohrmazd and worshiper,,unknown,2th c. CE,sculpture,595,624,0.95,-0.017208300530910492,0.33215388655662537,-0.00933330412954092,0.34262046217918396,0.16205818601883948
325584,Ancient West Asian Art,Helmet with divine figures beneath a bird with outstretched wings,,unknown,15th c. BCE,painting,599,558,1.07,-0.021490037441253662,0.27638691663742065,-0.32530638575553894,0.17888090014457703,0.02711784839630127
324599,Ancient West Asian Art,Incised furniture plaque with two ibexes flanking a stylized palmette tree,,unknown,9th c. BCE,other,600,402,1.49,-0.015103401616215706,0.21303261816501617,-0.456045925617218,0.11299251019954681,-0.036281049717217684
324291,Ancient West Asian Art,Vessel terminating in the forepart of a fantastic leonine creature,,unknown,5th c. BCE,other,600,450,1.33,-0.0012402619468048215,0.007428599055856466,-0.9523004293441772,-0.022001586854457855,-0.24202841977239586
325571,Ancient West Asian Art,Openwork furniture plaque with the head of a feline,,unknown,9th c. BCE,other,599,543,1.1,-0.0006227760459296405,0.012938152067363262,-0.949618935585022,-0.00887303613126278,-0.23654414892371278
326893,Ancient West Asian Art,Openwork stamp seal: figure holding snakes,,unknown,23th c. BCE,other,491,625,0.79,-0.01603538729250431,0.0007477100589312613,-0.17792651057243347,-0.8013522028923035,-0.2486415976745775
323525,Ancient West Asian Art,Furniture plaque: hawk,,unknown,18th c. BCE,other,599,375,1.6,-0.0019202932016924024,0.019512053579092026,-0.3818753659725189,-0.552144467830658,-0.22910701835644431
325838,Ancient West Asian Art,Bowl,,unknown,4th c. BCE,other,545,625,0.87,-0.01308515015989542,0.007267836481332779,-0.6735469102859497,-0.2792088985443115,-0.23964328062720597
327799,Ancient West Asian Art,Stamp seal,,unknown,17th c. BCE,other,600,473,1.27,-0.00039197239675559103,0.0009650966385379434,-0.9921263456344604,-0.004536771681159735,-0.24902249826845946
323588,Ancient West Asian Art,Furniture plaque: wing of a hawk,,unknown,18th c. BCE,other,599,375,1.6,-0.0019202932016924024,0.019512053579092026,-0.3818753659725189,-0.552144467830658,-0.22910701835644431
12791,The American Wing,Gabriel Manigault,Jeremiah Theus,male,18th c. CE,painting,518,625,0.83,0.01895740069448948,0.12332454323768616,0.017507165670394897,0.3237864375114441,0.12089388677850366
326456,Ancient West Asian Art,Bulla,,unknown,2th c. BCE,other,599,449,1.33,-0.006219127215445042,0.0032298373989760876,-0.9027124643325806,-0.02492782101035118,-0.23265739378985018
323523,Ancient West Asian Art,Furniture plaque: deer,,unknown,18th c. BCE,other,600,485,1.24,-0.012363648042082787,0.015511455945670605,-0.9415819644927979,0.0029548006132245064,-0.23386983899399638
891628,Ancient West Asian Art,Dish: The Walls and Hanging Gardens of Babylon,,unknown,19th c. CE,other,599,449,1.33,-0.0038932645693421364,0.1163593977689743,-0.6240556240081787,0.010648339986801147,-0.12523528770543635
322272,Ancient West Asian Art,Stamp seal with a knob handle: bird of prey with two horned animals caught in its talons,,unknown,18th c. BCE,other,600,473,1.27,-0.0015651853755116463,0.03922590985894203,-0.8432881236076355,-0.03587336093187332,-0.2103751900140196
323587,Ancient West Asian Art,Furniture plaque: hawk,,unknown,18th c. BCE,other,599,375,1.6,-0.0019202932016924024,0.019512053579092026,-0.3818753659725189,-0.552144467830658,-0.22910701835644431
639782,The American Wing,War club,,unknown,18th c. CE,other,373,623,0.6,-0.0019785542972385883,0.111123226583004,-0.7279086709022522,0.07813981175422668,-0.13515604671556503
12793,The American Wing,Mrs. Gabriel Manigault,Jeremiah Theus,male,18th c. CE,painting,520,624,0.83,0.035729292780160904,0.0050328075885772705,0.055812884122133255,0.012993097305297852,0.02739202044904232
322244,Ancient West Asian Art,Square plaque seal with stalk handle,,unknown,19th c. BCE,other,599,473,1.27,-0.0003432524099480361,0.0033224006183445454,-0.990475594997406,0.0010944423265755177,-0.2466005011156085
323571,Ancient West Asian Art,Furniture plaque: deer,,unknown,18th c. BCE,other,599,550,1.09,-0.0007683970034122467,0.0007284766179509461,-0.9922187924385071,-0.004617548547685146,-0.24921906534291338
4832,The American Wing,Sugar bowl,Wood and Hughes,unknown,19th c. CE,other,486,624,0.78,0.0006629184354096651,0.4511411786079407,-0.03312878683209419,0.4016447067260742,0.2050800042343326
321904,Ancient West Asian Art,Corner fragment of inscribed prism (kudurru),,unknown,7th c. BCE,other,600,450,1.33,-0.00019395240815356374,0.0009424941963516176,-0.9258193969726562,-0.07101356983184814,-0.24902110625407659
325717,Ancient West Asian Art,Head of a king,,unknown,3th c. CE,other,492,624,0.79,0.0003311401233077049,0.01487355213612318,-0.02784848026931286,-0.9108777046203613,-0.23088037315756083
324045,Ancient West Asian Art,Cup decorated with ibexes,,unknown,45th c. BCE,other,500,625,0.8,-0.02615501545369625,0.07366825640201569,-0.784336268901825,0.047243840992450714,-0.1723947967402637
326158,Ancient West Asian Art,Tetradrachm of Alexander the Great,,unknown,4th c. BCE,sculpture,600,600,1.0,0.0003225973923690617,0.060858603566884995,-0.17277172207832336,-0.6304700374603271,-0.18551513964484911
10771,The American Wing,Spring Landscape,Thomas Doughty,male,19th c. CE,painting,600,421,1.43,0.021362055093050003,0.43498143553733826,0.015571346506476402,0.45268020033836365,0.23114875936880708
324200,Ancient West Asian Art,Head of a female figure,,unknown,8th c. BCE,other,470,624,0.75,-0.03871747851371765,0.1676429957151413,-0.5927109122276306,0.1419660747051239,-0.08045483008027077
324110,Ancient West Asian Art,Levantine vessel with rampant goats and olive trees,,unknown,12th c. BCE,other,600,600,1.0,-0.0010356093989685178,0.012735479511320591,-0.9667080640792847,0.006567954085767269,-0.23711005997029133
326157,Ancient West Asian Art,Tetradrachm of Alexander the Great,,unknown,4th c. BCE,other,599,428,1.4,-0.004071661736816168,0.15994791686534882,-0.39780235290527344,-0.09824135899543762,-0.0850418641930446
324933,Ancient West Asian Art,Female head,,unknown,8th c. BCE,other,491,625,0.79,-0.0035948811564594507,0.012644249945878983,-0.9449405074119568,-0.0034178653731942177,-0.23482725099893287
326395,Ancient West Asian Art,Tetradrachm of Alexander the Great,,unknown,4th c. BCE,other,600,498,1.2,-0.002316331025213003,0.1041630282998085,-0.08860442042350769,-0.577393114566803,-0.1410377094289288
