objectID,source_image_url,image_status,model
701203,https://images.metmuseum.org/CRDImages/ad/web-large/DP701374.jpg,included,OpenAI_CLIP
764095,https://images.metmuseum.org/CRDImages/ad/web-large/DP-18755-007.jpg,included,OpenAI_CLIP
853449,https://images.metmuseum.org/CRDImages/ad/web-large/DP-25528-001.jpg,included,OpenAI_CLIP
4895,https://images.metmuseum.org/CRDImages/ad/web-large/DP-26109-003.jpg,included,OpenAI_CLIP
12791,https://images.metmuseum.org/CRDImages/ad/web-large/DP239227.jpg,included,OpenAI_CLIP
12793,https://images.metmuseum.org/CRDImages/ad/web-large/DP239228.jpg,included,OpenAI_CLIP
4832,https://images.metmuseum.org/CRDImages/ad/web-large/DP157655.jpg,included,OpenAI_CLIP
10771,https://images.metmuseum.org/CRDImages/ad/web-large/ap17.66.jpg,included,OpenAI_CLIP
764091,https://images.metmuseum.org/CRDImages/ad/web-large/DP-17034-002.jpg,included,OpenAI_CLIP
14007,https://images.metmuseum.org/CRDImages/ad/web-large/DP8057.jpg,included,OpenAI_CLIP
13756,https://images.metmuseum.org/CRDImages/ad/web-large/197225.jpg,included,OpenAI_CLIP
320347,https://images.metmuseum.org/CRDImages/ao/web-large/DP-39201-004.jpg,included,OpenAI_CLIP
10810,https://images.metmuseum.org/CRDImages/ad/web-large/DT221513.jpg,included,OpenAI_CLIP
309468,https://images.metmuseum.org/CRDImages/ao/web-large/DP-24297-001.jpg,included,OpenAI_CLIP
14972,https://images.metmuseum.org/CRDImages/ad/web-large/DT188.jpg,included,OpenAI_CLIP
13875,https://images.metmuseum.org/CRDImages/ad/web-large/DT1825.jpg,included,OpenAI_CLIP
307599,https://images.metmuseum.org/CRDImages/ao/web-large/DP-20487-001.jpg,included,OpenAI_CLIP
13607,https://images.metmuseum.org/CRDImages/ad/web-large/DT11599.jpg,included,OpenAI_CLIP
310073,https://images.metmuseum.org/CRDImages/ao/web-large/DP-23190-001.jpg,included,OpenAI_CLIP
13877,https://images.metmuseum.org/CRDImages/ad/web-large/DP332444.jpg,included,OpenAI_CLIP
315052,https://images.metmuseum.org/CRDImages/ao/web-large/DP-24258-001.jpg,included,OpenAI_CLIP
10956,https://images.metmuseum.org/CRDImages/ad/web-large/DP162116.jpg,excluded_image_unavailable,OpenAI_CLIP
310364,https://images.metmuseum.org/CRDImages/ao/web-large/DP-576-001.jpg,included,OpenAI_CLIP
309385,https://images.metmuseum.org/CRDImages/ao/web-large/DP102151.jpg,included,OpenAI_CLIP
317877,https://images.metmuseum.org/CRDImages/ao/web-large/DP100984.jpg,included,OpenAI_CLIP
13576,https://images.metmuseum.org/CRDImages/ad/web-large/DT823.jpg,included,OpenAI_CLIP
897907,https://images.metmuseum.org/CRDImages/ad/web-large/DP-29207-001.jpg,included,OpenAI_CLIP
788188,https://images.metmuseum.org/CRDImages/aa/web-large/DP-17928-001.jpg,included,OpenAI_CLIP
23944,https://images.metmuseum.org/CRDImages/aa/web-large/DP-12881-007.jpg,included,OpenAI_CLIP
788195,https://images.metmuseum.org/CRDImages/aa/web-large/DP-18814-001.jpg,included,OpenAI_CLIP
13565,https://images.metmuseum.org/CRDImages/ad/web-large/DT11600.jpg,included,OpenAI_CLIP
